	allele
27121	HLAA0301
27122	HLAA0301
27123	HLAA0301
27124	HLAA0301
27125	HLAA0301
27126	HLAA0301
27127	HLAA0301
27128	HLAA0301
27129	HLAA0301
27130	HLAA0301
27131	HLAA0301
27132	HLAA0301
27133	HLAA0301
27134	HLAA0301
27135	HLAA0301
27136	HLAA0301
27137	HLAA0301
27138	HLAA0301
27139	HLAA0301
27140	HLAA0301
27141	HLAA0301
27142	HLAA0301
27143	HLAA0301
27144	HLAA0301
27145	HLAA0301
27146	HLAA0301
27147	HLAA0301
27148	HLAA0301
27149	HLAA0301
27150	HLAA0301
27151	HLAA0301
27152	HLAA0301
27153	HLAA0301
27154	HLAA0301
27155	HLAA0301
27156	HLAA0301
27157	HLAA0301
27158	HLAA0301
27159	HLAA0301
27160	HLAA0301
27161	HLAA0301
27162	HLAA0301
27163	HLAA0301
27164	HLAA0301
27165	HLAA0301
27166	HLAA0301
27167	HLAA0301
27168	HLAA0301
27169	HLAA0301
27170	HLAA0301
27171	HLAA0301
27172	HLAA0301
27173	HLAA0301
27174	HLAA0301
27175	HLAA0301
27176	HLAA0301
27177	HLAA0301
27178	HLAA0301
27179	HLAA0301
27180	HLAA0301
27181	HLAA0301
27182	HLAA0301
27183	HLAA0301
27184	HLAA0301
27185	HLAA0301
27186	HLAA0301
27187	HLAA0301
27188	HLAA0301
27189	HLAA0301
27190	HLAA0301
27191	HLAA0301
27192	HLAA0301
27193	HLAA0301
27194	HLAA0301
27195	HLAA0301
27196	HLAA0301
27197	HLAA0301
27198	HLAA0301
27199	HLAA0301
27200	HLAA0301
27201	HLAA0301
27202	HLAA0301
27203	HLAA0301
27204	HLAA0301
27205	HLAA0301
27206	HLAA0301
27207	HLAA0301
27208	HLAA0301
27209	HLAA0301
27210	HLAA0301
27211	HLAA0301
27212	HLAA0301
27213	HLAA0301
27214	HLAA0301
27215	HLAA0301
27216	HLAA0301
27217	HLAA0301
27218	HLAA0301
27219	HLAA0301
27220	HLAA0301
27221	HLAA0301
27222	HLAA0301
27223	HLAA0301
27224	HLAA0301
27225	HLAA0301
27226	HLAA0301
27227	HLAA0301
27228	HLAA0301
27229	HLAA0301
27230	HLAA0301
27231	HLAA0301
27232	HLAA0301
27233	HLAA0301
27234	HLAA0301
27235	HLAA0301
27236	HLAA0301
27237	HLAA0301
27238	HLAA0301
27239	HLAA0301
27240	HLAA0301
27241	HLAA0301
27242	HLAA0301
27243	HLAA0301
27244	HLAA0301
27245	HLAA0301
27246	HLAA0301
27247	HLAA0301
27248	HLAA0301
27249	HLAA0301
27250	HLAA0301
27251	HLAA0301
27252	HLAA0301
27253	HLAA0301
27254	HLAA0301
27255	HLAA0301
27256	HLAA0301
27257	HLAA0301
27258	HLAA0301
27259	HLAA0301
27260	HLAA0301
27261	HLAA0301
27262	HLAA0301
27263	HLAA0301
27264	HLAA0301
27265	HLAA0301
27266	HLAA0301
27267	HLAA0301
27268	HLAA0301
27269	HLAA0301
27270	HLAA0301
27271	HLAA0301
27272	HLAA0301
27273	HLAA0301
27274	HLAA0301
27275	HLAA0301
27276	HLAA0301
27277	HLAA0301
27278	HLAA0301
27279	HLAA0301
27280	HLAA0301
27281	HLAA0301
27282	HLAA0301
27283	HLAA0301
27284	HLAA0301
27285	HLAA0301
27286	HLAA0301
27287	HLAA0301
27288	HLAA0301
27289	HLAA0301
27290	HLAA0301
27291	HLAA0301
27292	HLAA0301
27293	HLAA0301
27294	HLAA0301
27295	HLAA0301
27296	HLAA0301
27297	HLAA0301
27298	HLAA0301
27299	HLAA0301
27300	HLAA0301
27301	HLAA0301
27302	HLAA0301
27303	HLAA0301
27304	HLAA0301
27305	HLAA0301
27306	HLAA0301
27307	HLAA0301
27308	HLAA0301
27309	HLAA0301
27310	HLAA0301
27311	HLAA0301
27312	HLAA0301
27313	HLAA0301
27314	HLAA0301
27315	HLAA0301
27316	HLAA0301
27317	HLAA0301
27318	HLAA0301
27319	HLAA0301
27320	HLAA0301
27321	HLAA0301
27322	HLAA0301
27323	HLAA0301
27324	HLAA0301
27325	HLAA0301
27326	HLAA0301
27327	HLAA0301
27328	HLAA0301
27329	HLAA0301
27330	HLAA0301
27331	HLAA0301
27332	HLAA0301
27333	HLAA0301
27334	HLAA0301
27335	HLAA0301
27336	HLAA0301
27337	HLAA0301
27338	HLAA0301
27339	HLAA0301
27340	HLAA0301
27341	HLAA0301
27342	HLAA0301
27343	HLAA0301
27344	HLAA0301
27345	HLAA0301
27346	HLAA0301
27347	HLAA0301
27348	HLAA0301
27349	HLAA0301
27350	HLAA0301
27351	HLAA0301
27352	HLAA0301
27353	HLAA0301
27354	HLAA0301
27355	HLAA0301
27356	HLAA0301
27357	HLAA0301
27358	HLAA0301
27359	HLAA0301
27360	HLAA0301
27361	HLAA0301
27362	HLAA0301
27363	HLAA0301
27364	HLAA0301
27365	HLAA0301
27366	HLAA0301
27367	HLAA0301
27368	HLAA0301
27369	HLAA0301
27370	HLAA0301
27371	HLAA0301
27372	HLAA0301
27373	HLAA0301
27374	HLAA0301
27375	HLAA0301
27376	HLAA0301
27377	HLAA0301
27378	HLAA0301
27379	HLAA0301
27380	HLAA0301
27381	HLAA0301
27382	HLAA0301
27383	HLAA0301
27384	HLAA0301
27385	HLAA0301
27386	HLAA0301
27387	HLAA0301
27388	HLAA0301
27389	HLAA0301
27390	HLAA0301
27391	HLAA0301
27392	HLAA0301
27393	HLAA0301
27394	HLAA0301
27395	HLAA0301
27396	HLAA0301
27397	HLAA0301
27398	HLAA0301
27399	HLAA0301
27400	HLAA0301
27401	HLAA0301
27402	HLAA0301
27403	HLAA0301
27404	HLAA0301
27405	HLAA0301
27406	HLAA0301
27407	HLAA0301
27408	HLAA0301
27409	HLAA0301
27410	HLAA0301
27411	HLAA0301
27412	HLAA0301
27413	HLAA0301
27414	HLAA0301
27415	HLAA0301
27416	HLAA0301
27417	HLAA0301
27418	HLAA0301
27419	HLAA0301
27420	HLAA0301
27421	HLAA0301
27422	HLAA0301
27423	HLAA0301
27424	HLAA0301
27425	HLAA0301
27426	HLAA0301
27427	HLAA0301
27428	HLAA0301
27429	HLAA0301
27430	HLAA0301
27431	HLAA0301
27432	HLAA0301
27433	HLAA0301
27434	HLAA0301
27435	HLAA0301
27436	HLAA0301
27437	HLAA0301
27438	HLAA0301
27439	HLAA0301
27440	HLAA0301
27441	HLAA0301
27442	HLAA0301
27443	HLAA0301
27444	HLAA0301
27445	HLAA0301
27446	HLAA0301
27447	HLAA0301
27448	HLAA0301
27449	HLAA0301
27450	HLAA0301
27451	HLAA0301
27452	HLAA0301
27453	HLAA0301
27454	HLAA0301
27455	HLAA0301
27456	HLAA0301
27457	HLAA0301
27458	HLAA0301
27459	HLAA0301
27460	HLAA0301
27461	HLAA0301
27462	HLAA0301
27463	HLAA0301
27464	HLAA0301
27465	HLAA0301
27466	HLAA0301
27467	HLAA0301
27468	HLAA0301
27469	HLAA0301
27470	HLAA0301
27471	HLAA0301
27472	HLAA0301
27473	HLAA0301
27474	HLAA0301
27475	HLAA0301
27476	HLAA0301
27477	HLAA0301
27478	HLAA0301
27479	HLAA0301
27480	HLAA0301
27481	HLAA0301
27482	HLAA0301
27483	HLAA0301
27484	HLAA0301
27485	HLAA0301
27486	HLAA0301
27487	HLAA0301
27488	HLAA0301
27489	HLAA0301
27490	HLAA0301
27491	HLAA0301
27492	HLAA0301
27493	HLAA0301
27494	HLAA0301
27495	HLAA0301
27496	HLAA0301
27497	HLAA0301
27498	HLAA0301
27499	HLAA0301
27500	HLAA0301
27501	HLAA0301
27502	HLAA0301
27503	HLAA0301
27504	HLAA0301
27505	HLAA0301
27506	HLAA0301
27507	HLAA0301
27508	HLAA0301
27509	HLAA0301
27510	HLAA0301
27511	HLAA0301
27512	HLAA0301
27513	HLAA0301
27514	HLAA0301
27515	HLAA0301
27516	HLAA0301
27517	HLAA0301
27518	HLAA0301
27519	HLAA0301
27520	HLAA0301
27521	HLAA0301
27522	HLAA0301
27523	HLAA0301
27524	HLAA0301
27525	HLAA0301
27526	HLAA0301
27527	HLAA0301
27528	HLAA0301
27529	HLAA0301
27530	HLAA0301
27531	HLAA0301
27532	HLAA0301
27533	HLAA0301
27534	HLAA0301
27535	HLAA0301
27536	HLAA0301
27537	HLAA0301
27538	HLAA0301
27539	HLAA0301
27540	HLAA0301
27541	HLAA0301
27542	HLAA0301
27543	HLAA0301
27544	HLAA0301
27545	HLAA0301
27546	HLAA0301
27547	HLAA0301
27548	HLAA0301
27549	HLAA0301
27550	HLAA0301
27551	HLAA0301
27552	HLAA0301
27553	HLAA0301
27554	HLAA0301
27555	HLAA0301
27556	HLAA0301
27557	HLAA0301
27558	HLAA0301
27559	HLAA0301
27560	HLAA0301
27561	HLAA0301
27562	HLAA0301
27563	HLAA0301
27564	HLAA0301
27565	HLAA0301
27566	HLAA0301
27567	HLAA0301
27568	HLAA0301
27569	HLAA0301
27570	HLAA0301
27571	HLAA0301
27572	HLAA0301
27573	HLAA0301
27574	HLAA0301
27575	HLAA0301
27576	HLAA0301
27577	HLAA0301
27578	HLAA0301
27579	HLAA0301
27580	HLAA0301
27581	HLAA0301
27582	HLAA0301
27583	HLAA0301
27584	HLAA0301
27585	HLAA0301
27586	HLAA0301
27587	HLAA0301
27588	HLAA0301
27589	HLAA0301
27590	HLAA0301
27591	HLAA0301
27592	HLAA0301
27593	HLAA0301
27594	HLAA0301
27595	HLAA0301
27596	HLAA0301
27597	HLAA0301
27598	HLAA0301
27599	HLAA0301
27600	HLAA0301
27601	HLAA0301
27602	HLAA0301
27603	HLAA0301
27604	HLAA0301
27605	HLAA0301
27606	HLAA0301
27607	HLAA0301
27608	HLAA0301
27609	HLAA0301
27610	HLAA0301
27611	HLAA0301
27612	HLAA0301
27613	HLAA0301
27614	HLAA0301
27615	HLAA0301
27616	HLAA0301
27617	HLAA0301
27618	HLAA0301
27619	HLAA0301
27620	HLAA0301
27621	HLAA0301
27622	HLAA0301
27623	HLAA0301
27624	HLAA0301
27625	HLAA0301
27626	HLAA0301
27627	HLAA0301
27628	HLAA0301
27629	HLAA0301
27630	HLAA0301
27631	HLAA0301
27632	HLAA0301
27633	HLAA0301
27634	HLAA0301
27635	HLAA0301
27636	HLAA0301
27637	HLAA0301
27638	HLAA0301
27639	HLAA0301
27640	HLAA0301
27641	HLAA0301
27642	HLAA0301
27643	HLAA0301
27644	HLAA0301
27645	HLAA0301
27646	HLAA0301
27647	HLAA0301
27648	HLAA0301
27649	HLAA0301
27650	HLAA0301
27651	HLAA0301
27652	HLAA0301
27653	HLAA0301
27654	HLAA0301
27655	HLAA0301
27656	HLAA0301
27657	HLAA0301
27658	HLAA0301
27659	HLAA0301
27660	HLAA0301
27661	HLAA0301
27662	HLAA0301
27663	HLAA0301
27664	HLAA0301
27665	HLAA0301
27666	HLAA0301
27667	HLAA0301
27668	HLAA0301
27669	HLAA0301
27670	HLAA0301
27671	HLAA0301
27672	HLAA0301
27673	HLAA0301
27674	HLAA0301
27675	HLAA0301
27676	HLAA0301
27677	HLAA0301
27678	HLAA0301
27679	HLAA0301
27680	HLAA0301
27681	HLAA0301
27682	HLAA0301
27683	HLAA0301
27684	HLAA0301
27685	HLAA0301
27686	HLAA0301
27687	HLAA0301
27688	HLAA0301
27689	HLAA0301
27690	HLAA0301
27691	HLAA0301
27692	HLAA0301
27693	HLAA0301
27694	HLAA0301
27695	HLAA0301
27696	HLAA0301
27697	HLAA0301
27698	HLAA0301
27699	HLAA0301
27700	HLAA0301
27701	HLAA0301
27702	HLAA0301
27703	HLAA0301
27704	HLAA0301
27705	HLAA0301
27706	HLAA0301
27707	HLAA0301
27708	HLAA0301
27709	HLAA0301
27710	HLAA0301
27711	HLAA0301
27712	HLAA0301
27713	HLAA0301
27714	HLAA0301
27715	HLAA0301
27716	HLAA0301
27717	HLAA0301
27718	HLAA0301
27719	HLAA0301
27720	HLAA0301
27721	HLAA0301
27722	HLAA0301
27723	HLAA0301
27724	HLAA0301
27725	HLAA0301
27726	HLAA0301
27727	HLAA0301
27728	HLAA0301
27729	HLAA0301
27730	HLAA0301
27731	HLAA0301
27732	HLAA0301
27733	HLAA0301
27734	HLAA0301
27735	HLAA0301
27736	HLAA0301
27737	HLAA0301
27738	HLAA0301
27739	HLAA0301
27740	HLAA0301
27741	HLAA0301
27742	HLAA0301
27743	HLAA0301
27744	HLAA0301
27745	HLAA0301
27746	HLAA0301
27747	HLAA0301
27748	HLAA0301
27749	HLAA0301
27750	HLAA0301
27751	HLAA0301
27752	HLAA0301
27753	HLAA0301
27754	HLAA0301
27755	HLAA0301
27756	HLAA0301
27757	HLAA0301
27758	HLAA0301
27759	HLAA0301
27760	HLAA0301
27761	HLAA0301
27762	HLAA0301
27763	HLAA0301
27764	HLAA0301
27765	HLAA0301
27766	HLAA0301
27767	HLAA0301
27768	HLAA0301
27769	HLAA0301
27770	HLAA0301
27771	HLAA0301
27772	HLAA0301
27773	HLAA0301
27774	HLAA0301
27775	HLAA0301
27776	HLAA0301
27777	HLAA0301
27778	HLAA0301
27779	HLAA0301
27780	HLAA0301
27781	HLAA0301
27782	HLAA0301
27783	HLAA0301
27784	HLAA0301
27785	HLAA0301
27786	HLAA0301
27787	HLAA0301
27788	HLAA0301
27789	HLAA0301
27790	HLAA0301
27791	HLAA0301
27792	HLAA0301
27793	HLAA0301
27794	HLAA0301
27795	HLAA0301
27796	HLAA0301
27797	HLAA0301
27798	HLAA0301
27799	HLAA0301
27800	HLAA0301
27801	HLAA0301
27802	HLAA0301
27803	HLAA0301
27804	HLAA0301
27805	HLAA0301
27806	HLAA0301
27807	HLAA0301
27808	HLAA0301
27809	HLAA0301
27810	HLAA0301
27811	HLAA0301
27812	HLAA0301
27813	HLAA0301
27814	HLAA0301
27815	HLAA0301
27816	HLAA0301
27817	HLAA0301
27818	HLAA0301
27819	HLAA0301
27820	HLAA0301
27821	HLAA0301
27822	HLAA0301
27823	HLAA0301
27824	HLAA0301
27825	HLAA0301
27826	HLAA0301
27827	HLAA0301
27828	HLAA0301
27829	HLAA0301
27830	HLAA0301
27831	HLAA0301
27832	HLAA0301
27833	HLAA0301
27834	HLAA0301
27835	HLAA0301
27836	HLAA0301
27837	HLAA0301
27838	HLAA0301
27839	HLAA0301
27840	HLAA0301
27841	HLAA0301
27842	HLAA0301
27843	HLAA0301
27844	HLAA0301
27845	HLAA0301
27846	HLAA0301
27847	HLAA0301
27848	HLAA0301
27849	HLAA0301
27850	HLAA0301
27851	HLAA0301
27852	HLAA0301
27853	HLAA0301
27854	HLAA0301
27855	HLAA0301
27856	HLAA0301
27857	HLAA0301
27858	HLAA0301
27859	HLAA0301
27860	HLAA0301
27861	HLAA0301
27862	HLAA0301
27863	HLAA0301
27864	HLAA0301
27865	HLAA0301
27866	HLAA0301
27867	HLAA0301
27868	HLAA0301
27869	HLAA0301
27870	HLAA0301
27871	HLAA0301
27872	HLAA0301
27873	HLAA0301
27874	HLAA0301
27875	HLAA0301
27876	HLAA0301
27877	HLAA0301
27878	HLAA0301
27879	HLAA0301
27880	HLAA0301
27881	HLAA0301
27882	HLAA0301
27883	HLAA0301
27884	HLAA0301
27885	HLAA0301
27886	HLAA0301
27887	HLAA0301
27888	HLAA0301
27889	HLAA0301
27890	HLAA0301
27891	HLAA0301
27892	HLAA0301
27893	HLAA0301
27894	HLAA0301
27895	HLAA0301
27896	HLAA0301
27897	HLAA0301
27898	HLAA0301
27899	HLAA0301
27900	HLAA0301
27901	HLAA0301
27902	HLAA0301
27903	HLAA0301
27904	HLAA0301
27905	HLAA0301
27906	HLAA0301
27907	HLAA0301
27908	HLAA0301
27909	HLAA0301
27910	HLAA0301
27911	HLAA0301
27912	HLAA0301
27913	HLAA0301
27914	HLAA0301
27915	HLAA0301
27916	HLAA0301
27917	HLAA0301
27918	HLAA0301
27919	HLAA0301
27920	HLAA0301
27921	HLAA0301
27922	HLAA0301
27923	HLAA0301
27924	HLAA0301
27925	HLAA0301
27926	HLAA0301
27927	HLAA0301
27928	HLAA0301
27929	HLAA0301
27930	HLAA0301
27931	HLAA0301
27932	HLAA0301
27933	HLAA0301
27934	HLAA0301
27935	HLAA0301
27936	HLAA0301
27937	HLAA0301
27938	HLAA0301
27939	HLAA0301
27940	HLAA0301
27941	HLAA0301
27942	HLAA0301
27943	HLAA0301
27944	HLAA0301
27945	HLAA0301
27946	HLAA0301
27947	HLAA0301
27948	HLAA0301
27949	HLAA0301
27950	HLAA0301
27951	HLAA0301
27952	HLAA0301
27953	HLAA0301
27954	HLAA0301
27955	HLAA0301
27956	HLAA0301
27957	HLAA0301
27958	HLAA0301
27959	HLAA0301
27960	HLAA0301
27961	HLAA0301
27962	HLAA0301
27963	HLAA0301
27964	HLAA0301
27965	HLAA0301
27966	HLAA0301
27967	HLAA0301
27968	HLAA0301
27969	HLAA0301
27970	HLAA0301
27971	HLAA0301
27972	HLAA0301
27973	HLAA0301
27974	HLAA0301
27975	HLAA0301
27976	HLAA0301
27977	HLAA0301
27978	HLAA0301
27979	HLAA0301
27980	HLAA0301
27981	HLAA0301
27982	HLAA0301
27983	HLAA0301
27984	HLAA0301
27985	HLAA0301
27986	HLAA0301
27987	HLAA0301
27988	HLAA0301
27989	HLAA0301
27990	HLAA0301
27991	HLAA0301
27992	HLAA0301
27993	HLAA0301
27994	HLAA0301
27995	HLAA0301
27996	HLAA0301
27997	HLAA0301
27998	HLAA0301
27999	HLAA0301
28000	HLAA0301
28001	HLAA0301
28002	HLAA0301
28003	HLAA0301
28004	HLAA0301
28005	HLAA0301
28006	HLAA0301
28007	HLAA0301
28008	HLAA0301
28009	HLAA0301
28010	HLAA0301
28011	HLAA0301
28012	HLAA0301
28013	HLAA0301
28014	HLAA0301
28015	HLAA0301
28016	HLAA0301
28017	HLAA0301
28018	HLAA0301
28019	HLAA0301
28020	HLAA0301
28021	HLAA0301
28022	HLAA0301
28023	HLAA0301
28024	HLAA0301
28025	HLAA0301
28026	HLAA0301
28027	HLAA0301
28028	HLAA0301
28029	HLAA0301
28030	HLAA0301
28031	HLAA0301
28032	HLAA0301
28033	HLAA0301
28034	HLAA0301
28035	HLAA0301
28036	HLAA0301
28037	HLAA0301
28038	HLAA0301
28039	HLAA0301
28040	HLAA0301
28041	HLAA0301
28042	HLAA0301
28043	HLAA0301
28044	HLAA0301
28045	HLAA0301
28046	HLAA0301
28047	HLAA0301
28048	HLAA0301
28049	HLAA0301
28050	HLAA0301
28051	HLAA0301
28052	HLAA0301
28053	HLAA0301
28054	HLAA0301
28055	HLAA0301
28056	HLAA0301
28057	HLAA0301
28058	HLAA0301
28059	HLAA0301
28060	HLAA0301
28061	HLAA0301
28062	HLAA0301
28063	HLAA0301
28064	HLAA0301
28065	HLAA0301
28066	HLAA0301
28067	HLAA0301
28068	HLAA0301
28069	HLAA0301
28070	HLAA0301
28071	HLAA0301
28072	HLAA0301
28073	HLAA0301
28074	HLAA0301
28075	HLAA0301
28076	HLAA0301
28077	HLAA0301
28078	HLAA0301
28079	HLAA0301
28080	HLAA0301
28081	HLAA0301
28082	HLAA0301
28083	HLAA0301
28084	HLAA0301
28085	HLAA0301
28086	HLAA0301
28087	HLAA0301
28088	HLAA0301
28089	HLAA0301
28090	HLAA0301
28091	HLAA0301
28092	HLAA0301
28093	HLAA0301
28094	HLAA0301
28095	HLAA0301
28096	HLAA0301
28097	HLAA0301
28098	HLAA0301
28099	HLAA0301
28100	HLAA0301
28101	HLAA0301
28102	HLAA0301
28103	HLAA0301
28104	HLAA0301
28105	HLAA0301
28106	HLAA0301
28107	HLAA0301
28108	HLAA0301
28109	HLAA0301
28110	HLAA0301
28111	HLAA0301
28112	HLAA0301
28113	HLAA0301
28114	HLAA0301
28115	HLAA0301
28116	HLAA0301
28117	HLAA0301
28118	HLAA0301
28119	HLAA0301
28120	HLAA0301
28121	HLAA0301
28122	HLAA0301
28123	HLAA0301
28124	HLAA0301
28125	HLAA0301
28126	HLAA0301
28127	HLAA0301
28128	HLAA0301
28129	HLAA0301
28130	HLAA0301
28131	HLAA0301
28132	HLAA0301
28133	HLAA0301
28134	HLAA0301
28135	HLAA0301
28136	HLAA0301
28137	HLAA0301
28138	HLAA0301
28139	HLAA0301
28140	HLAA0301
28141	HLAA0301
28142	HLAA0301
28143	HLAA0301
28144	HLAA0301
28145	HLAA0301
28146	HLAA0301
28147	HLAA0301
28148	HLAA0301
28149	HLAA0301
28150	HLAA0301
28151	HLAA0301
28152	HLAA0301
28153	HLAA0301
28154	HLAA0301
28155	HLAA0301
28156	HLAA0301
28157	HLAA0301
28158	HLAA0301
28159	HLAA0301
28160	HLAA0301
28161	HLAA0301
28162	HLAA0301
28163	HLAA0301
28164	HLAA0301
28165	HLAA0301
28166	HLAA0301
28167	HLAA0301
28168	HLAA0301
28169	HLAA0301
28170	HLAA0301
28171	HLAA0301
28172	HLAA0301
28173	HLAA0301
28174	HLAA0301
28175	HLAA0301
28176	HLAA0301
28177	HLAA0301
28178	HLAA0301
28179	HLAA0301
28180	HLAA0301
28181	HLAA0301
28182	HLAA0301
28183	HLAA0301
28184	HLAA0301
28185	HLAA0301
28186	HLAA0301
28187	HLAA0301
28188	HLAA0301
28189	HLAA0301
28190	HLAA0301
28191	HLAA0301
28192	HLAA0301
28193	HLAA0301
28194	HLAA0301
28195	HLAA0301
28196	HLAA0301
28197	HLAA0301
28198	HLAA0301
28199	HLAA0301
28200	HLAA0301
28201	HLAA0301
28202	HLAA0301
28203	HLAA0301
28204	HLAA0301
28205	HLAA0301
28206	HLAA0301
28207	HLAA0301
28208	HLAA0301
28209	HLAA0301
28210	HLAA0301
28211	HLAA0301
28212	HLAA0301
28213	HLAA0301
28214	HLAA0301
28215	HLAA0301
28216	HLAA0301
28217	HLAA0301
28218	HLAA0301
28219	HLAA0301
28220	HLAA0301
28221	HLAA0301
28222	HLAA0301
28223	HLAA0301
28224	HLAA0301
28225	HLAA0301
28226	HLAA0301
28227	HLAA0301
28228	HLAA0301
28229	HLAA0301
28230	HLAA0301
28231	HLAA0301
28232	HLAA0301
28233	HLAA0301
28234	HLAA0301
28235	HLAA0301
28236	HLAA0301
28237	HLAA0301
28238	HLAA0301
28239	HLAA0301
28240	HLAA0301
28241	HLAA0301
28242	HLAA0301
28243	HLAA0301
28244	HLAA0301
28245	HLAA0301
28246	HLAA0301
28247	HLAA0301
28248	HLAA0301
28249	HLAA0301
28250	HLAA0301
28251	HLAA0301
28252	HLAA0301
28253	HLAA0301
28254	HLAA0301
28255	HLAA0301
28256	HLAA0301
28257	HLAA0301
28258	HLAA0301
28259	HLAA0301
28260	HLAA0301
28261	HLAA0301
28262	HLAA0301
28263	HLAA0301
28264	HLAA0301
28265	HLAA0301
28266	HLAA0301
28267	HLAA0301
28268	HLAA0301
28269	HLAA0301
28270	HLAA0301
28271	HLAA0301
28272	HLAA0301
28273	HLAA0301
28274	HLAA0301
28275	HLAA0301
28276	HLAA0301
28277	HLAA0301
28278	HLAA0301
28279	HLAA0301
28280	HLAA0301
28281	HLAA0301
28282	HLAA0301
28283	HLAA0301
28284	HLAA0301
28285	HLAA0301
28286	HLAA0301
28287	HLAA0301
28288	HLAA0301
28289	HLAA0301
28290	HLAA0301
28291	HLAA0301
28292	HLAA0301
28293	HLAA0301
28294	HLAA0301
28295	HLAA0301
28296	HLAA0301
28297	HLAA0301
28298	HLAA0301
28299	HLAA0301
28300	HLAA0301
28301	HLAA0301
28302	HLAA0301
28303	HLAA0301
28304	HLAA0301
28305	HLAA0301
28306	HLAA0301
28307	HLAA0301
28308	HLAA0301
28309	HLAA0301
28310	HLAA0301
28311	HLAA0301
28312	HLAA0301
28313	HLAA0301
28314	HLAA0301
28315	HLAA0301
28316	HLAA0301
28317	HLAA0301
28318	HLAA0301
28319	HLAA0301
28320	HLAA0301
28321	HLAA0301
28322	HLAA0301
28323	HLAA0301
28324	HLAA0301
28325	HLAA0301
28326	HLAA0301
28327	HLAA0301
28328	HLAA0301
28329	HLAA0301
28330	HLAA0301
28331	HLAA0301
28332	HLAA0301
28333	HLAA0301
28334	HLAA0301
28335	HLAA0301
28336	HLAA0301
28337	HLAA0301
28338	HLAA0301
28339	HLAA0301
28340	HLAA0301
28341	HLAA0301
28342	HLAA0301
28343	HLAA0301
28344	HLAA0301
28345	HLAA0301
28346	HLAA0301
28347	HLAA0301
28348	HLAA0301
28349	HLAA0301
28350	HLAA0301
28351	HLAA0301
28352	HLAA0301
28353	HLAA0301
28354	HLAA0301
28355	HLAA0301
28356	HLAA0301
28357	HLAA0301
28358	HLAA0301
28359	HLAA0301
28360	HLAA0301
28361	HLAA0301
28362	HLAA0301
28363	HLAA0301
28364	HLAA0301
28365	HLAA0301
28366	HLAA0301
28367	HLAA0301
28368	HLAA0301
28369	HLAA0301
28370	HLAA0301
28371	HLAA0301
28372	HLAA0301
28373	HLAA0301
28374	HLAA0301
28375	HLAA0301
28376	HLAA0301
28377	HLAA0301
28378	HLAA0301
28379	HLAA0301
28380	HLAA0301
28381	HLAA0301
28382	HLAA0301
28383	HLAA0301
28384	HLAA0301
28385	HLAA0301
28386	HLAA0301
28387	HLAA0301
28388	HLAA0301
28389	HLAA0301
28390	HLAA0301
28391	HLAA0301
28392	HLAA0301
28393	HLAA0301
28394	HLAA0301
28395	HLAA0301
28396	HLAA0301
28397	HLAA0301
28398	HLAA0301
28399	HLAA0301
28400	HLAA0301
28401	HLAA0301
28402	HLAA0301
28403	HLAA0301
28404	HLAA0301
28405	HLAA0301
28406	HLAA0301
28407	HLAA0301
28408	HLAA0301
28409	HLAA0301
28410	HLAA0301
28411	HLAA0301
28412	HLAA0301
28413	HLAA0301
28414	HLAA0301
28415	HLAA0301
28416	HLAA0301
28417	HLAA0301
28418	HLAA0301
28419	HLAA0301
28420	HLAA0301
28421	HLAA0301
28422	HLAA0301
28423	HLAA0301
28424	HLAA0301
28425	HLAA0301
28426	HLAA0301
28427	HLAA0301
28428	HLAA0301
28429	HLAA0301
28430	HLAA0301
28431	HLAA0301
28432	HLAA0301
28433	HLAA0301
28434	HLAA0301
28435	HLAA0301
28436	HLAA0301
28437	HLAA0301
28438	HLAA0301
28439	HLAA0301
28440	HLAA0301
28441	HLAA0301
28442	HLAA0301
28443	HLAA0301
28444	HLAA0301
28445	HLAA0301
28446	HLAA0301
28447	HLAA0301
28448	HLAA0301
28449	HLAA0301
28450	HLAA0301
28451	HLAA0301
28452	HLAA0301
28453	HLAA0301
28454	HLAA0301
28455	HLAA0301
28456	HLAA0301
28457	HLAA0301
28458	HLAA0301
28459	HLAA0301
28460	HLAA0301
28461	HLAA0301
28462	HLAA0301
28463	HLAA0301
28464	HLAA0301
28465	HLAA0301
28466	HLAA0301
28467	HLAA0301
28468	HLAA0301
28469	HLAA0301
28470	HLAA0301
28471	HLAA0301
28472	HLAA0301
28473	HLAA0301
28474	HLAA0301
28475	HLAA0301
28476	HLAA0301
28477	HLAA0301
28478	HLAA0301
28479	HLAA0301
28480	HLAA0301
28481	HLAA0301
28482	HLAA0301
28483	HLAA0301
28484	HLAA0301
28485	HLAA0301
28486	HLAA0301
28487	HLAA0301
28488	HLAA0301
28489	HLAA0301
28490	HLAA0301
28491	HLAA0301
28492	HLAA0301
28493	HLAA0301
28494	HLAA0301
28495	HLAA0301
28496	HLAA0301
28497	HLAA0301
28498	HLAA0301
28499	HLAA0301
28500	HLAA0301
28501	HLAA0301
28502	HLAA0301
28503	HLAA0301
28504	HLAA0301
28505	HLAA0301
28506	HLAA0301
28507	HLAA0301
28508	HLAA0301
28509	HLAA0301
28510	HLAA0301
28511	HLAA0301
28512	HLAA0301
28513	HLAA0301
28514	HLAA0301
28515	HLAA0301
28516	HLAA0301
28517	HLAA0301
28518	HLAA0301
28519	HLAA0301
